,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,MZZONE_A,MZZONE_C,MZZONE_I,MZZONE_RH,MZZONE_RL,MZZONE_RM,YEAR_BUILD,AGE_BUILD,Actual_price,Predicted_price,YEAR_SALE,YEARS_PASSED,Today_price
4324,6,1845,57,2,1,5,1,1,3,2,4.9,4.1,2.7,3.82,0,0,1,0,0,0,0,1,0,1989,23,15041962.000000022,14743872.0,2012,10,24016213
4236,3,1271,3,2,1,4,3,0,3,2,2.4,3.6,4.5,3.51,0,0,1,0,0,0,0,1,0,2001,12,10575257.999999994,10295316.0,2013,9,15971414
7064,7,1726,156,1,1,4,2,1,1,2,3.6,4.4,2.6,3.35,0,1,0,0,0,0,1,0,0,1998,13,12720386.00000002,12774003.0,2011,11,21847880
4364,3,737,79,1,1,2,2,0,1,1,3.9,2.5,4.9,3.64,1,0,0,0,0,0,0,0,1,1976,31,9819915.999999994,9795476.0,2007,15,20364091
6092,3,927,24,1,1,3,4,0,3,2,3.1,2.2,3.3,2.8,1,0,0,0,0,0,0,1,0,1996,15,11780425.000000017,11564147.0,2011,11,19778615
4845,5,1376,75,2,1,4,1,0,3,3,3.3,4.6,2.5,3.37,0,0,1,0,0,0,0,0,1,2003,6,10488166.999999987,10606496.0,2009,13,20000130
4206,2,870,94,1,1,3,4,0,3,1,2.5,3.2,2.9,2.84,1,0,0,0,0,0,0,1,0,1984,24,11076783.000000011,11012677.0,2008,14,21804347
1626,3,1081,93,1,1,3,3,1,2,1,2.9,4.9,3.0,3.73,1,0,0,0,0,0,1,0,0,1982,26,12778312.999999998,12679576.0,2008,14,25104693
103,3,1293,34,2,1,4,4,0,1,1,3.1,2.2,3.8,2.95,1,0,0,0,0,0,0,1,0,1975,39,13693157.000000013,13344492.0,2014,8,19715892
2984,3,1217,97,2,1,4,5,1,3,2,2.8,3.4,3.0,3.1,0,0,1,0,0,0,1,0,0,1988,19,10762628.000000019,10495330.0,2007,15,21819037
4827,5,1810,85,3,2,5,2,1,3,3,2.8,4.1,4.9,4.03,0,1,0,0,0,0,0,1,0,1979,30,11487629.999999983,11694415.0,2009,13,22051563
4705,2,930,99,1,1,3,4,1,1,3,3.0,3.1,5.0,4.02,0,0,1,0,1,0,0,0,0,1980,27,8645792.0,8678071.0,2007,15,18041086
2584,2,770,108,1,1,2,2,0,3,1,5.0,4.8,3.9,4.41,0,0,1,0,0,0,0,0,1,2004,7,8637017.999999996,8285942.0,2011,11,14171772
90,2,1025,125,1,1,3,1,0,3,2,2.5,2.5,2.7,2.6,1,0,0,0,0,1,0,0,0,1983,25,11426943.99999999,11311658.0,2008,14,22396309
1165,4,1880,149,3,2,5,4,0,3,1,4.2,3.8,3.7,3.87,1,0,0,0,0,0,0,1,0,1992,19,15903154.00000001,16060711.0,2011,11,27469266
1732,7,1692,24,1,1,4,2,1,3,2,4.5,4.8,3.1,3.945,0,0,1,0,0,0,0,1,0,1983,29,14271386.000000019,14135677.0,2012,10,23025528
1785,3,1183,143,1,1,3,4,1,3,3,4.8,3.9,3.6,4.08,0,0,1,0,0,0,1,0,0,1999,15,10893027.000000017,10850858.0,2014,8,16031659
6102,5,1317,116,1,1,3,4,0,3,3,3.9,2.6,2.7,3.03,1,0,0,0,0,0,1,0,0,1991,20,12276161.999999998,12462396.0,2011,11,21314926
169,1,1481,144,2,2,4,1,1,2,2,3.7,4.9,2.3,3.5,1,0,0,1,0,0,0,0,0,1972,38,10564900.999999989,10156777.0,2010,12,18240112
6571,5,1702,18,2,1,4,3,1,3,3,2.3,3.9,3.2,3.14,1,0,0,0,0,0,0,1,0,1992,16,16688275.999999972,16047605.0,2008,14,31773160
3660,1,836,66,1,1,2,4,0,3,1,3.9,3.4,4.9,4.15,0,0,1,1,0,0,0,0,0,1988,22,3795196.9999999995,3677225.5,2010,12,6603768
4471,6,1836,130,2,1,5,4,0,3,2,3.1,4.0,2.3,3.005,0,0,1,0,0,0,0,1,0,1976,36,13886519.999999994,13944901.0,2012,10,22714774
1685,6,1912,53,2,1,5,4,0,3,2,4.6,2.4,4.0,3.81,0,1,0,0,0,0,1,0,0,1991,17,12797609.000000022,12671622.0,2008,14,25088944
115,3,821,34,1,1,3,5,0,3,2,3.4,4.6,2.9,3.73,0,1,0,0,0,0,1,0,0,2006,8,7552335.999999999,7654420.0,2014,8,11309064
5123,1,1084,34,1,1,3,1,0,3,2,4.2,3.4,2.7,3.36,0,1,0,0,0,0,1,0,0,1994,17,6432759.0,6417888.0,2011,11,10976766
1537,2,995,16,1,1,3,3,0,2,3,2.8,4.3,2.5,2.95,1,0,0,0,0,0,1,0,0,1970,39,12610176.999999998,12435707.0,2009,13,23449380
5563,3,875,55,1,1,3,3,1,2,3,2.0,2.7,3.6,2.76,0,1,0,0,0,0,0,0,1,1989,24,10090214.999999987,10060432.0,2013,9,15607032
3427,2,640,77,1,1,2,1,0,2,1,2.5,4.6,4.5,3.92,1,0,0,1,0,0,0,0,0,1995,14,6710087.999999996,6476458.0,2009,13,12212327
5816,1,1323,76,1,1,3,2,0,2,2,3.2,4.0,2.4,3.12,1,0,0,0,0,0,1,0,0,1980,31,10692402.000000017,10415641.0,2011,11,17814280
4719,3,727,93,1,1,2,1,0,3,2,2.7,3.2,2.4,2.81,0,0,1,0,0,0,0,1,0,2001,12,7428566.000000003,7720769.5,2013,9,11977447
5318,3,1231,48,2,1,4,1,1,2,2,4.0,2.5,2.4,2.92,1,0,0,0,0,0,1,0,0,2004,6,14869111.999999974,14836797.0,2010,12,26644755
4989,1,829,53,1,1,2,1,1,1,1,4.2,4.0,2.5,3.46,0,1,0,0,1,0,0,0,0,1969,42,4195592.000000003,4352888.5,2011,11,7444916
608,3,1163,3,1,1,3,1,1,3,2,4.8,3.4,2.1,3.43,0,0,1,0,0,0,0,0,1,1978,31,10911366.000000006,10904220.0,2009,13,20561533
4181,2,1263,58,2,2,4,5,0,2,1,3.8,2.1,2.5,2.81,0,1,0,0,0,1,0,0,0,1969,40,8283402.000000006,7714278.0,2009,13,14546421
2353,2,778,61,1,1,2,2,0,3,3,4.5,3.1,3.6,3.77,1,0,0,0,0,1,0,0,0,1996,16,10135828.999999989,10444627.0,2012,10,17013196
5727,4,1926,24,3,2,5,4,0,1,2,2.6,5.0,3.7,4.01,0,0,1,0,0,1,0,0,0,1963,41,9998888.999999993,10011429.0,2004,18,24093697
553,5,1915,31,3,2,5,1,0,2,3,3.7,4.0,3.1,3.55,0,1,0,0,0,0,1,0,0,2000,10,10442811.99999999,10562002.0,2010,12,18967838
4872,1,1267,45,1,1,3,3,0,3,2,3.1,2.6,4.9,3.67,1,0,0,1,0,0,0,0,0,1973,38,8410710.999999998,8322252.0,2011,11,14233875
5807,7,1934,192,2,1,5,2,1,3,2,4.1,3.1,2.1,2.95,0,1,0,0,0,0,0,1,0,2001,9,14636336.999999987,14411481.0,2010,12,25880949
3563,3,1081,172,1,1,3,1,1,1,2,4.4,2.0,2.2,2.78,0,1,0,0,0,0,0,1,0,1981,33,9079133.999999998,9132791.0,2014,8,13493291
1253,6,1646,94,1,1,4,3,1,2,2,3.8,2.8,4.3,3.75,1,0,0,0,0,0,0,0,1,2000,10,21709207.99999999,21286078.0,2010,12,38226737
4716,6,1997,13,2,1,5,1,1,3,1,3.4,3.7,3.7,3.595,0,0,1,0,0,0,0,1,0,1968,40,14776397.999999985,14787159.0,2008,14,29277563
2345,3,785,83,1,1,2,3,0,1,1,4.8,4.1,3.6,4.16,0,0,1,0,0,0,0,0,1,1976,33,7621273.0000000065,7470071.0,2009,13,14085932
4859,1,1363,199,2,2,4,4,0,3,2,2.0,3.0,3.3,2.82,0,1,0,0,1,0,0,0,0,1996,14,6305688.000000002,6411214.0,2010,12,11513619
5866,4,1505,83,2,1,4,4,0,2,2,4.5,3.5,4.1,3.93,0,0,1,0,0,1,0,0,0,1972,39,8610099.999999996,8690419.0,2011,11,14863565
2037,6,1819,63,2,1,5,4,0,3,3,4.5,4.7,3.1,3.99,0,1,0,0,0,0,0,0,1,1993,16,14464933.999999985,14355214.0,2009,13,27068896
6278,1,916,176,1,1,3,3,1,3,2,2.8,3.8,4.6,3.82,0,0,1,1,0,0,0,0,0,1996,13,5773640.0,6157336.5,2009,13,11610576
4900,6,1809,18,2,1,5,3,0,1,2,4.6,4.7,3.1,4.025,0,1,0,0,0,0,0,0,1,1968,39,13229246.999999989,13026296.0,2007,15,27080733
2993,6,1930,161,2,1,5,5,1,2,1,2.9,2.6,4.2,3.345,0,1,0,0,0,0,1,0,0,2001,12,13933421.999999987,13829020.0,2013,9,21453348
4905,3,876,25,1,1,3,4,0,3,1,3.9,2.1,4.0,3.21,1,0,0,0,0,0,1,0,0,1979,31,9841364.000000002,9953946.0,2010,12,17875856
6686,4,1543,42,2,1,4,3,1,1,2,4.9,2.9,4.2,3.79,0,0,1,0,1,0,0,0,0,1963,43,8781308.000000006,8703731.0,2006,16,18999153
5337,6,1794,45,1,1,4,2,0,3,3,2.8,2.0,2.5,2.48,0,0,1,0,0,0,0,0,1,1970,40,14667587.0,14390304.0,2010,12,25842918
147,6,1758,164,1,1,4,1,1,2,1,3.5,2.9,4.0,3.55,1,0,0,0,0,0,0,1,0,1966,42,20230531.000000037,19760400.0,2008,14,39124240
2404,6,1977,153,2,1,5,1,0,3,1,3.0,2.5,2.6,2.715,0,1,0,0,0,0,1,0,0,1976,33,11631944.999999987,11673623.0,2009,13,22012357
6932,1,806,153,1,1,2,2,1,1,2,3.0,2.3,3.0,2.79,1,0,0,0,0,0,1,0,0,1986,24,8738289.000000007,8466120.0,2010,12,15203935
2897,7,1901,62,2,1,5,1,0,3,3,4.9,3.4,2.9,3.625,0,0,1,0,0,0,0,1,0,1995,14,15111130.999999996,14812282.0,2009,13,27930766
6409,5,2470,197,4,2,6,4,1,2,2,3.7,3.7,2.9,3.38,1,0,0,0,0,0,0,1,0,1993,18,20681767.999999966,20581140.0,2011,11,35200733
4065,6,1626,155,1,1,4,4,0,3,2,4.4,3.1,4.0,3.915,0,0,1,0,0,0,0,1,0,1999,9,13406800.0,13054103.0,2008,14,25846231
1536,7,1568,120,1,1,4,5,0,2,3,3.9,2.0,3.2,3.11,0,0,1,0,0,0,1,0,0,1993,17,13276587.000000002,13565319.0,2010,12,24361363
5446,3,879,19,1,1,3,2,0,2,1,4.7,2.2,3.4,3.31,0,1,0,0,0,0,0,1,0,1990,22,7303271.000000005,7333961.0,2012,10,11946249
2687,3,1148,104,1,1,3,2,0,3,3,4.3,3.2,2.8,3.41,0,1,0,0,0,0,1,0,0,1971,39,8454769.000000006,8455252.0,2010,12,15184417
5070,1,1657,76,2,2,4,1,1,3,2,2.6,5.0,4.8,4.2,1,0,0,0,0,0,1,0,0,1992,19,13498229.000000011,13569460.0,2011,11,23208381
420,3,1257,163,2,1,4,4,0,3,2,4.7,2.5,5.0,3.91,1,0,0,0,0,0,0,1,0,1979,35,14312412.000000019,14214407.0,2014,8,21001153
1924,1,1354,72,2,2,4,5,0,3,1,3.4,2.6,4.2,3.48,0,1,0,0,1,0,0,0,0,1963,47,5464780.999999999,5376376.5,2010,12,9655199
6047,2,771,32,1,1,2,5,0,2,1,4.3,4.3,3.3,3.8,0,1,0,0,0,0,0,0,1,2006,5,8751428.000000007,8495990.0,2011,11,14531026
7085,3,990,181,1,1,3,3,0,1,2,3.0,4.2,4.8,4.02,1,0,0,0,0,0,0,1,0,1999,8,12529887.999999994,12603287.0,2007,15,26201328
714,6,1914,66,2,1,5,1,1,1,3,3.6,2.7,3.2,3.5032537884152344,0,1,0,0,0,0,0,1,0,1978,33,14275916.000000022,14203540.0,2011,11,24292873
3632,4,1891,51,3,2,5,3,1,2,2,3.9,4.6,4.2,4.31,0,0,1,0,0,0,0,0,1,1965,45,12881660.000000006,12359635.0,2010,12,22196128
6500,2,1048,165,1,1,3,2,1,1,1,3.0,4.8,3.0,3.36,0,1,0,0,0,0,0,0,1,1993,15,9950703.000000013,9995383.0,2008,14,19790174
6577,3,1005,196,1,1,3,4,1,3,2,3.9,3.0,2.6,3.15,1,0,0,0,0,0,0,0,1,1987,21,14014640.000000022,14230277.0,2008,14,28174975
5487,3,802,163,1,1,3,4,1,1,1,4.1,4.7,3.3,4.1,0,1,0,0,0,0,1,0,0,2000,7,7599043.000000002,7812845.0,2007,15,16242343
4152,1,1665,122,2,2,4,5,0,2,1,3.1,4.2,4.4,3.95,1,0,0,0,0,1,0,0,0,2001,10,11974039.999999993,12388335.0,2011,11,21188256
313,2,647,45,1,1,2,2,1,2,1,2.0,4.7,4.0,3.54,1,0,0,0,0,0,1,0,0,1997,10,10024552.999999983,9912303.0,2007,15,20606966
1907,4,1523,83,2,1,4,1,1,1,2,2.4,4.7,3.6,3.8,0,0,1,0,1,0,0,0,0,1970,41,8539101.999999993,8594826.0,2011,11,14700069
200,6,1918,187,2,1,5,1,1,2,3,3.2,2.5,2.3,2.665,1,0,0,0,0,0,0,1,0,1974,35,22903177.99999998,22808246.0,2009,13,43008349
6169,4,1664,47,2,1,4,2,1,2,2,2.6,3.2,4.7,3.5,1,0,0,0,0,1,0,0,0,1995,15,14856973.000000013,15320298.0,2010,12,27513054
5173,6,1970,97,2,1,5,3,1,1,2,4.2,5.0,2.9,3.88,0,1,0,0,0,0,1,0,0,1983,31,13833703.0,13698782.0,2014,8,20239340
5722,2,763,96,1,1,2,3,0,3,3,3.1,3.2,2.6,2.87,0,0,1,0,0,0,0,1,0,1974,35,8526191.000000004,8285373.0,2009,13,15623306
6706,1,1046,175,1,1,3,2,0,3,3,5.0,3.3,4.8,4.41,0,1,0,1,0,0,0,0,0,1966,45,4649955.000000003,4769119.0,2011,11,8156811
3408,4,1840,52,3,2,5,1,0,3,1,2.4,2.4,2.9,2.55,0,0,1,0,0,1,0,0,0,1976,35,8597656.999999993,8950836.0,2011,11,15308967
4908,5,1905,0,3,2,5,5,1,3,3,2.7,4.8,3.5,3.65,0,1,0,0,0,0,0,0,1,1985,24,13187997.999999985,12898204.0,2009,13,24321487
1041,4,1623,91,2,1,4,5,0,1,2,4.3,3.4,2.5,3.36,0,0,1,0,0,0,0,1,0,2003,8,10925967.000000019,10878855.0,2011,11,18606533
218,1,1004,182,1,1,3,5,0,1,1,4.9,3.3,3.1,3.7,0,0,1,0,1,0,0,0,0,1981,28,4990625.999999998,4881298.5,2009,13,9204416
599,3,1227,151,2,1,4,1,1,3,2,3.8,3.2,4.8,3.86,0,1,0,0,0,0,0,0,1,2007,5,11110971.000000011,11065189.0,2012,10,18024026
4286,4,1794,67,2,1,4,5,1,3,1,2.8,2.2,4.4,3.01,0,0,1,0,0,0,1,0,0,1966,45,10676012.000000013,10448652.0,2011,11,17870740
3812,5,2397,5,4,2,6,1,1,3,3,2.5,2.4,4.4,3.23,0,1,0,0,0,0,0,1,0,1996,14,13429835.000000013,13663919.0,2010,12,24538435
6765,3,1237,17,2,1,4,1,0,1,3,4.7,2.1,2.2,2.91,0,0,1,0,0,0,0,1,0,1982,33,9979207.999999987,9944590.0,2015,7,13993036
1379,1,749,132,1,1,2,3,1,3,1,4.0,3.8,3.2,3.62,0,1,0,0,0,0,1,0,0,1964,46,5644500.000000004,5712849.5,2010,12,10259456
5543,4,1794,158,2,1,4,5,0,1,3,3.8,4.4,2.1,3.56,0,0,1,0,0,0,1,0,0,1977,29,10967812.000000019,11016228.0,2006,16,24047044
871,6,1707,184,1,1,4,4,0,1,3,3.2,2.9,3.3,3.165,1,0,0,0,0,0,0,0,1,1997,10,21120989.00000002,20846992.0,2007,15,43339399
1822,1,1464,184,2,2,4,4,0,1,2,4.6,2.7,3.9,3.75,0,0,1,1,0,0,0,0,0,2005,5,6580115.000000001,6753443.5,2010,12,12128214
2942,3,878,65,1,1,3,1,0,2,1,4.8,2.2,3.6,3.4,0,1,0,0,0,0,0,0,1,1982,31,7594126.999999996,7875165.5,2013,9,12216966
1307,1,1112,190,1,1,3,3,0,3,2,5.0,4.2,3.0,3.96,1,0,0,0,0,0,0,0,1,1963,47,10514016.999999987,10583196.0,2010,12,19005899
5947,6,1993,15,2,1,5,2,1,1,2,3.0,3.5,4.0,3.525,0,1,0,0,0,0,0,1,0,1974,36,14199523.00000001,14241762.0,2010,12,25576158
503,3,1236,41,2,1,4,3,1,3,2,3.6,2.7,4.3,3.45,0,1,0,0,0,0,1,0,0,1982,31,9733183.000000007,9419498.0,2013,9,14612733
368,5,1503,183,2,1,4,1,1,3,3,4.3,4.5,3.2,3.92,0,0,1,0,0,0,0,0,1,1993,19,11843908.000000019,11902434.0,2012,10,19387810
4800,4,1518,120,2,1,4,3,0,1,1,3.4,2.8,5.0,3.61,0,0,1,0,0,0,0,0,1,1958,49,9258447.999999987,9445279.0,2007,15,19636056
5414,1,578,29,1,1,2,5,1,3,1,2.4,3.9,2.4,2.85,0,1,0,0,0,0,0,1,0,1971,39,6116768.0,5774653.5,2010,12,10370448
462,5,1723,35,2,1,4,4,1,2,3,2.3,2.7,5.0,3.5,0,1,0,0,0,0,0,1,0,2005,6,12031575.000000011,11856890.0,2011,11,20279305
5386,1,1024,134,1,1,3,4,1,1,2,4.5,2.8,3.8,3.71,0,1,0,0,0,0,1,0,0,1994,16,7531901.999999994,7614006.0,2010,12,13673660
6055,3,823,197,1,1,3,2,1,3,2,2.5,2.3,2.7,2.48,0,1,0,0,0,0,1,0,0,1998,13,8056669.000000006,8183240.0,2011,11,13996117
3499,5,2062,157,3,2,5,4,1,2,2,3.0,4.2,2.2,3.04,0,1,0,0,0,0,1,0,0,1988,20,11562480.000000015,11452596.0,2008,14,22675356
3901,5,2389,109,4,2,6,2,0,3,2,4.4,4.1,3.7,4.03,1,0,0,0,0,0,0,0,1,1982,27,19249474.999999966,19380640.0,2009,13,36545087
3281,5,1350,63,2,1,4,2,1,3,2,4.0,3.5,4.3,3.97,1,0,0,0,0,0,0,0,1,1992,19,14118347.0,14819969.0,2011,11,25347176
321,2,1284,141,2,2,4,4,1,1,2,3.4,2.1,4.3,3.59,1,0,0,0,0,0,0,1,0,2005,5,16864527.0,16310643.0,2010,12,29291571
6800,4,1685,116,2,1,4,1,0,3,1,2.8,4.1,2.1,3.18,0,0,1,0,0,1,0,0,0,1955,52,7726456.0,7910573.5,2007,15,16445514
2694,1,1316,86,1,1,3,4,0,1,3,3.1,3.7,4.5,3.84,1,0,0,0,1,0,0,0,0,1991,20,9975882.000000007,9745309.0,2011,11,16667785
1600,3,979,9,1,1,3,5,1,3,1,3.6,4.4,4.9,4.31,0,1,0,0,0,0,0,1,0,2005,9,9308557.00000001,9336841.0,2014,8,13794766
3091,3,945,145,1,1,3,4,0,3,1,2.6,4.8,3.7,3.81,1,0,0,0,0,0,0,1,0,1999,10,11432092.999999993,11338119.0,2009,13,21379714
1494,1,888,9,1,1,2,4,1,3,3,3.9,5.0,3.7,4.15,0,1,0,0,0,1,0,0,0,1979,33,6782425.000000004,6509276.0,2012,10,10602924
6527,3,1165,184,1,1,3,4,0,3,1,2.6,2.6,3.1,2.75,1,0,0,0,0,0,0,1,0,1985,23,12941970.999999981,12828574.0,2008,14,25399699
787,6,1574,54,1,1,4,1,1,3,3,4.1,3.9,2.3,3.33,0,1,0,0,0,0,1,0,0,1992,19,12455283.999999981,12460708.0,2011,11,21312039
1414,5,1386,101,2,1,4,1,1,3,2,3.5,4.9,3.3,3.84,1,0,0,0,0,0,0,0,1,2006,5,14559738.00000002,14809231.0,2011,11,25328810
2704,3,754,125,1,1,2,1,1,1,1,3.4,2.5,2.1,2.65,0,1,0,0,0,0,1,0,0,2004,8,6838451.999999999,7026871.5,2012,10,11446033
2305,3,1071,151,1,1,3,1,0,2,2,4.2,4.3,4.2,4.24,0,0,1,0,0,0,0,0,1,1976,37,9666655.000000017,9779757.0,2013,9,15171612
2804,6,1849,90,2,1,5,4,0,3,1,2.5,3.3,4.9,3.66,1,0,0,0,0,0,0,1,0,2005,5,20986800.99999998,21012020.0,2010,12,37734569
5605,4,1751,148,2,1,4,3,1,1,2,2.7,4.1,4.6,3.9,0,1,0,0,0,0,0,0,1,1968,36,11173115.000000013,11635788.0,2004,18,28002911
2379,1,1140,194,1,1,3,5,1,2,3,4.5,2.3,3.1,3.28,0,0,1,1,0,0,0,0,0,1959,50,6825393.000000002,6728025.0,2009,13,12686694
2512,1,1295,86,1,1,3,4,0,3,1,2.4,4.0,3.6,3.36,1,0,0,0,0,0,1,0,0,1967,42,9605247.999999993,9698710.0,2009,13,18288364
4835,1,1346,192,2,2,4,5,1,3,1,4.0,3.6,4.0,3.88,0,0,1,0,0,0,0,0,1,2003,7,10343802.000000011,10235637.0,2010,12,18381733
1790,1,1156,122,1,1,3,5,1,1,3,3.1,4.1,2.0,2.96,0,1,0,0,0,0,0,1,0,2002,9,9520407.00000001,9214925.0,2011,11,15760648
39,2,904,52,1,1,3,5,0,1,1,3.8,3.2,2.6,3.08,1,0,0,0,0,0,0,0,1,1969,40,11972644.999999994,11590646.0,2009,13,21855891
6858,6,1766,46,1,1,4,1,1,1,1,4.8,2.6,4.7,4.21,0,0,1,0,0,0,0,1,0,2001,13,14021081.000000019,14210016.0,2014,8,20994665
1185,5,1814,159,3,2,5,1,1,2,2,2.5,4.3,3.3,3.36,1,0,0,0,0,0,0,0,1,1991,17,17134143.00000003,17505876.0,2008,14,34660437
2768,3,1009,102,1,1,3,4,1,3,3,3.6,2.3,4.7,3.41,1,0,0,0,0,0,0,0,1,2004,8,14941327.00000001,14863762.0,2012,10,24211502
6585,5,1337,85,2,1,4,3,1,3,2,2.8,4.6,5.0,4.22,0,1,0,0,0,0,1,0,0,1992,19,9183973.999999989,9512716.0,2011,11,16269972
6767,3,968,52,1,1,3,3,0,2,1,4.2,4.9,4.9,4.69,0,1,0,0,0,0,0,1,0,1987,26,7807935.999999994,7914135.5,2013,9,12277421
5794,3,993,66,1,1,3,5,1,3,1,3.2,3.3,2.1,2.91,0,1,0,0,0,0,0,0,1,1992,20,9761975.000000011,9949163.0,2012,10,16206138
1070,5,1801,115,3,2,5,5,0,2,3,5.0,3.6,3.5,3.98,0,1,0,0,0,0,1,0,0,2003,7,10842544.999999983,11468531.0,2010,12,20595833
5944,5,2222,20,4,2,6,1,1,2,3,2.2,4.2,2.5,2.92,1,0,0,0,0,0,0,1,0,2005,6,19643909.999999996,19470786.0,2011,11,33301651
372,3,857,27,1,1,3,3,1,2,1,3.0,2.4,4.8,3.3,0,0,1,0,0,0,0,1,0,1981,26,8878225.999999996,8694232.0,2007,15,18074683
4777,3,713,168,1,1,2,4,0,3,1,3.4,3.8,2.9,3.41,1,0,0,0,0,0,1,0,0,1973,35,8353536.9999999935,8677458.0,2008,14,17180773
4583,4,1907,16,3,2,5,3,0,2,1,2.2,4.6,3.4,3.64,1,0,0,0,1,0,0,0,0,2004,6,14649384.000000006,14574130.0,2010,12,26173043
6529,7,1904,57,2,1,5,5,1,3,3,3.6,2.7,4.8,3.915,0,1,0,0,0,0,0,0,1,1965,42,15748973.999999976,15439396.0,2007,15,32097395
1271,7,1901,75,2,1,5,4,0,3,3,4.7,2.5,3.8,3.745,0,1,0,0,0,0,0,0,1,1993,19,14687605.000000022,14684459.0,2012,10,23919436
5625,1,1401,77,2,2,4,1,1,3,3,2.5,4.1,4.9,3.94,0,1,0,0,0,0,1,0,0,2002,9,9312779.99999999,9341936.0,2011,11,15977880
203,5,1526,64,2,1,4,4,1,2,2,4.1,3.8,4.5,4.17,1,0,0,0,0,0,1,0,0,1990,22,14491032.99999998,14111270.0,2012,10,22985771
1837,7,1784,71,1,1,4,5,1,3,2,2.5,4.7,4.5,3.95,0,0,1,0,0,0,0,1,0,1997,17,15486439.999999996,15422620.0,2014,8,22786233
3472,3,1155,42,1,1,3,1,1,2,1,2.0,2.3,2.2,2.18,0,1,0,0,0,0,0,0,1,2003,4,10192843.999999996,10362951.0,2007,15,21543830
3111,4,1642,131,2,1,4,1,0,1,2,3.3,4.9,4.5,4.38,1,0,0,0,0,0,0,0,1,2001,8,15370974.000000002,15183370.0,2009,13,28630508
2619,4,1721,174,2,1,4,3,0,3,3,3.3,4.3,3.2,3.72,1,0,0,0,0,0,0,0,1,1992,18,16695965.000000002,16334117.0,2010,12,29333727
5495,4,1567,175,2,1,4,4,0,1,3,3.8,2.3,3.3,2.98,1,0,0,0,0,0,1,0,0,1974,35,13912746.999999998,13964837.0,2009,13,26332782
3384,3,1057,145,1,1,3,1,1,3,3,4.9,4.1,4.6,4.49,1,0,0,0,0,0,0,1,0,1984,24,14178250.000000013,14155453.0,2008,14,28026828
3599,4,1662,55,2,1,4,3,1,1,2,3.2,4.5,2.2,3.49,0,0,1,1,0,0,0,0,0,1974,30,8891381.000000004,8983229.0,2004,18,21619211
7098,6,1611,144,1,1,4,1,1,3,2,3.2,3.7,2.9,3.205,0,0,1,0,0,0,0,0,1,2008,5,14586239.999999985,14416100.0,2013,9,22364102
4992,4,1944,2,3,2,5,3,0,2,2,2.4,3.5,3.3,3.17,0,1,0,0,0,1,0,0,0,1965,41,9278819.000000007,9427191.0,2006,16,20578375
3851,5,1418,73,2,1,4,2,1,3,2,4.6,4.3,3.5,4.07,0,1,0,0,0,0,1,0,0,1993,17,9482494.999999998,9614666.0,2010,12,17266558
1953,4,1742,63,2,1,4,2,0,3,3,2.2,3.1,3.5,3.0,0,0,1,1,0,0,0,0,0,1998,13,8940970.999999994,8704262.0,2011,11,14887241
3830,1,504,130,1,1,2,2,0,3,3,3.3,4.9,4.3,4.18,0,0,1,1,0,0,0,0,0,1982,28,3647423.9999999995,3817996.0,2010,12,6856572
5833,3,1232,30,2,1,4,5,1,2,1,4.2,4.5,2.6,3.84,1,0,0,0,0,0,0,0,1,1999,14,15892762.00000002,16130307.0,2013,9,25023400
4316,4,1916,100,3,2,5,4,0,3,1,2.4,2.0,3.1,2.43,1,0,0,0,0,0,0,0,1,1999,6,17003562.99999997,16919158.0,2005,17,38779020
5920,6,1673,120,1,1,4,5,1,1,3,3.2,2.2,3.7,3.15,0,0,1,0,0,0,0,0,1,1967,40,15393926.00000001,15254168.0,2007,15,31712319
1508,3,987,9,1,1,3,1,0,3,1,2.3,4.8,3.0,3.51,0,1,0,0,0,0,0,1,0,1997,11,7653157.000000004,7716397.0,2008,14,15277938
6920,3,1017,106,1,1,3,3,1,2,2,2.1,4.1,4.8,3.71,0,1,0,0,0,0,0,1,0,1976,37,9356478.99999999,9469794.0,2013,9,14690758
2116,6,1889,118,2,1,5,4,1,2,1,2.5,3.5,4.0,3.35,0,1,0,0,0,0,0,1,0,1974,34,13524533.000000017,13656858.0,2008,14,27039644
1941,5,1762,86,2,1,4,5,0,2,3,4.3,2.5,4.7,3.92,1,0,0,0,0,0,1,0,0,1993,19,15775481.000000024,15648648.0,2012,10,25489998
3135,1,828,158,1,1,2,4,0,2,2,3.7,2.1,3.6,3.18,0,1,0,1,0,0,0,0,0,2003,6,4424645.000000002,4288294.0,2009,13,8086217
3733,6,1791,164,1,1,4,5,0,2,2,3.5,4.2,4.3,3.995,0,0,1,0,0,0,0,1,0,1994,15,14637173.000000019,14630028.0,2009,13,27587099
1172,7,1536,5,1,1,4,5,1,2,1,3.8,3.6,3.1,3.435,0,0,1,0,0,0,1,0,0,2002,8,13379879.000000015,13324095.0,2010,12,23928160
1139,1,830,93,1,1,2,1,0,2,1,3.0,3.8,2.2,2.92,0,1,0,0,0,1,0,0,0,1992,20,4505004.000000004,4609486.5,2012,10,7508367
